gender,age,study_hours_per_day,attendance_percentage,parental_education,internet_access,previous_grade,assignments_completed,sleep_hours,extracurricular_participation,final_exam_score,result
Male,16,4.8,90.31,Bachelor,Yes,48.66,5,5.06,Yes,63.15,Pass
Female,17,0.61,82.54,Bachelor,No,50.26,0,4.14,Yes,36.01,Fail
Male,16,2.3,64.8,Diploma,No,93.81,6,8.85,Yes,58.05,Pass
Female,19,3.95,81.28,Master,Yes,79.45,8,6.34,Yes,72.6,Pass
Female,16,2.01,74.27,High School,No,53.78,8,4.81,Yes,55.04,Pass
Male,19,5.5,91.69,Diploma,Yes,72.5,8,7.79,Yes,72.05,Pass
Male,19,3.99,90.33,Diploma,Yes,69.38,1,8.44,No,51.3,Pass
Female,16,0.9,96.42,Master,Yes,86.45,0,6.64,Yes,45.43,Pass
Female,16,5.5,60.59,Master,No,80.11,5,4.14,Yes,76.03,Pass
Male,19,5.77,92.36,Diploma,Yes,85.74,5,5.83,No,89.93,Pass
Female,17,0.93,97.54,Master,Yes,51.63,3,5.22,No,38.82,Fail
Male,19,3.43,91.57,Master,Yes,75.21,7,7.18,Yes,79.8,Pass
Female,18,2.17,65.21,Bachelor,Yes,42.21,4,6.59,No,38.62,Fail
Male,19,2.66,63.25,Master,No,43.79,6,5.78,No,48.51,Pass
Male,17,1.49,60.83,Bachelor,Yes,79.24,8,7.24,Yes,53.82,Pass
Male,18,3.68,85.15,Diploma,Yes,41.34,0,6.92,No,41.27,Pass
Female,15,5.77,85.19,Diploma,Yes,71.89,8,8.53,No,72.61,Pass
Female,15,3.27,99.48,High School,Yes,86.22,3,6.98,Yes,83.71,Pass
Male,17,0.96,75.92,Master,Yes,60.9,6,6.54,Yes,43.53,Pass
Female,19,3.91,73.28,Diploma,Yes,42.47,10,8.12,No,65.66,Pass
Male,16,2.37,84.98,Bachelor,Yes,79.26,3,5.01,No,55.67,Pass
Male,17,5.21,93.02,Diploma,Yes,91.13,3,5.22,Yes,76.63,Pass
Female,18,2.89,97.47,Master,Yes,79.44,3,7.92,Yes,61.59,Pass
Female,18,1.56,92.12,High School,Yes,71.81,5,6.21,No,60.48,Pass
Male,15,1.55,77.07,High School,Yes,52.65,4,6.05,No,47.06,Pass
Female,18,4.73,85.4,Diploma,Yes,40.85,1,8.44,Yes,51.74,Pass
Female,17,1.96,94.25,High School,Yes,78.21,8,7.05,Yes,69.41,Pass
Male,18,4.72,79.62,Master,Yes,52.71,10,8.01,Yes,74.5,Pass
Male,17,1.63,68.67,Master,Yes,87.2,5,8.05,No,53.52,Pass
Female,16,2.27,66.79,High School,No,65.65,9,4.6,Yes,61.05,Pass
Male,15,3.06,60.01,Bachelor,Yes,69.18,5,7.27,Yes,62.39,Pass
Male,18,5.69,88.73,High School,No,81.47,8,8.76,Yes,82.93,Pass
Female,17,5.62,64.44,High School,No,82.87,0,6.4,No,69.48,Pass
Male,19,1.64,69.75,Diploma,Yes,75.35,6,7.66,No,62.83,Pass
Male,15,2.47,71.92,Bachelor,Yes,91.61,2,6.83,No,56.72,Pass
Female,16,1.32,82.42,High School,Yes,94.03,3,5.02,Yes,63.55,Pass
Female,17,3.3,75.92,Diploma,Yes,92.08,0,4.98,Yes,60.39,Pass
Male,16,3.03,86.99,Diploma,No,85.33,2,6.17,Yes,62.35,Pass
Male,16,5.45,62.23,Diploma,Yes,78.81,6,6.41,Yes,81.23,Pass
Female,18,5.62,64.96,Master,Yes,76.48,5,6.52,No,78.15,Pass
Female,18,2.61,79.97,Diploma,Yes,45.71,0,8.78,No,25.74,Fail
Female,17,3.2,73.48,Diploma,No,54.93,8,4.5,Yes,52.15,Pass
Female,19,5.43,71.83,Master,Yes,40.31,3,5.9,Yes,59.12,Pass
Male,17,4.94,62.68,Master,Yes,47.56,6,6.57,Yes,61.29,Pass
Female,19,0.52,95.83,Diploma,Yes,64.16,3,8.82,Yes,35.83,Fail
Female,16,2.26,87.67,High School,Yes,48.06,6,6.52,Yes,47.99,Pass
Male,15,2.82,64.86,Bachelor,Yes,89.59,4,7.88,No,55.94,Pass
Female,17,1.76,62.6,Master,Yes,84.31,0,7.75,Yes,48.26,Pass
Male,17,1.6,98.99,Bachelor,Yes,43.94,3,6.83,No,47.77,Pass
Female,19,0.71,87.25,Master,Yes,53.69,2,4.65,No,34.18,Fail
Female,16,4.04,76.7,Diploma,Yes,85.05,5,5.09,Yes,73.12,Pass
Female,16,1.94,88.07,Master,Yes,84.17,5,5.2,No,61.65,Pass
Male,19,0.79,90.25,Diploma,Yes,92.0,0,4.19,No,57.78,Pass
Male,16,1.77,91.2,Bachelor,Yes,94.87,10,5.9,Yes,82.26,Pass
Female,18,4.91,79.12,High School,Yes,93.69,1,7.05,Yes,63.99,Pass
Male,15,5.18,77.2,Diploma,Yes,62.56,1,4.72,Yes,59.69,Pass
Male,17,3.16,60.44,Bachelor,Yes,53.77,9,4.88,Yes,56.92,Pass
Male,15,2.79,97.06,Bachelor,Yes,81.71,3,7.53,No,59.34,Pass
Male,17,5.88,84.13,Master,Yes,56.46,8,4.85,Yes,80.32,Pass
Male,18,1.6,68.13,Diploma,Yes,84.35,10,4.68,No,69.52,Pass
Male,16,1.68,96.78,Bachelor,Yes,69.37,1,8.89,No,51.68,Pass
Female,19,2.11,96.6,High School,Yes,83.67,10,4.07,No,62.22,Pass
Female,18,1.45,99.57,Master,Yes,55.17,7,5.63,Yes,57.93,Pass
Male,15,2.59,94.96,Master,Yes,67.94,10,4.17,No,71.76,Pass
Female,19,5.51,99.91,Bachelor,No,71.02,0,8.19,No,73.98,Pass
Female,16,3.88,69.79,Diploma,Yes,91.87,7,6.92,Yes,74.07,Pass
Female,18,2.77,93.69,Master,Yes,54.66,2,4.24,No,54.46,Pass
Female,19,5.64,92.92,Diploma,No,91.52,4,7.08,No,83.56,Pass
Male,18,0.77,69.24,Bachelor,Yes,84.27,0,4.62,Yes,45.15,Pass
Female,18,1.66,63.94,Bachelor,No,80.2,0,6.48,No,44.33,Pass
Female,16,3.61,99.18,Diploma,Yes,83.28,5,7.35,No,70.81,Pass
Male,17,3.89,71.84,High School,Yes,73.3,2,4.74,No,55.06,Pass
Male,19,0.72,94.84,Master,Yes,53.42,7,6.49,Yes,46.46,Pass
Female,16,2.72,60.17,Bachelor,Yes,50.42,3,6.29,No,42.83,Pass
Female,18,4.07,60.84,High School,Yes,87.65,5,8.58,Yes,70.06,Pass
Female,16,4.34,78.63,High School,Yes,79.88,9,8.98,Yes,78.61,Pass
Female,17,4.01,69.55,Diploma,Yes,51.73,8,7.27,Yes,62.91,Pass
Female,19,2.26,87.59,Diploma,No,73.83,7,8.27,No,63.55,Pass
Female,17,1.01,82.62,Diploma,Yes,64.62,3,7.23,No,45.07,Pass
Male,15,2.85,63.1,High School,Yes,48.73,9,8.38,No,58.59,Pass
Female,19,1.21,66.51,Master,Yes,69.25,7,6.17,No,54.25,Pass
Female,17,5.71,75.52,Diploma,Yes,55.48,6,7.04,Yes,68.94,Pass
Male,18,3.11,67.42,Master,Yes,45.29,4,8.23,No,50.56,Pass
Male,19,2.24,91.69,Diploma,Yes,65.68,6,8.59,No,64.7,Pass
Male,19,4.71,76.64,High School,Yes,72.46,6,4.12,Yes,70.52,Pass
Male,16,3.24,63.74,Master,Yes,42.58,9,4.52,No,54.93,Pass
Female,18,2.21,79.37,Master,No,62.12,1,8.66,Yes,47.72,Pass
Female,15,4.97,63.63,High School,Yes,54.17,6,6.84,Yes,65.42,Pass
Female,17,5.27,65.16,Master,Yes,41.69,2,8.95,Yes,48.71,Pass
Female,16,4.2,69.58,High School,Yes,46.91,7,7.96,Yes,56.97,Pass
Female,17,0.76,94.38,High School,Yes,47.65,7,8.09,No,43.33,Pass
Female,15,3.61,96.98,Bachelor,Yes,50.06,8,5.93,Yes,58.59,Pass
Male,15,4.7,93.05,Diploma,Yes,84.19,10,5.29,Yes,88.67,Pass
Female,19,1.25,73.36,Bachelor,No,64.17,3,6.99,No,49.08,Pass
Male,15,1.76,70.9,High School,Yes,48.09,9,8.4,Yes,49.07,Pass
Male,17,5.35,81.97,High School,Yes,45.52,2,7.63,Yes,50.35,Pass
Female,18,0.61,88.87,Master,Yes,56.39,8,6.36,No,51.36,Pass
Male,18,4.64,99.73,High School,Yes,83.89,8,7.77,Yes,82.88,Pass
Female,19,3.11,65.26,High School,Yes,60.05,1,7.45,No,59.61,Pass
Male,17,2.96,61.97,High School,Yes,48.79,5,8.57,No,53.85,Pass
Female,17,0.54,87.77,Diploma,Yes,62.23,2,5.32,Yes,34.73,Fail
Male,15,5.01,93.29,Bachelor,Yes,70.54,4,4.6,No,65.84,Pass
Female,17,2.48,93.85,Bachelor,Yes,41.63,1,6.35,Yes,42.01,Pass
Female,16,3.47,87.14,Diploma,Yes,74.52,3,5.81,No,61.6,Pass
Female,15,4.23,98.16,Diploma,Yes,61.73,10,8.87,No,75.11,Pass
Female,16,4.36,80.44,Diploma,Yes,40.53,2,4.04,Yes,50.39,Pass
Female,19,5.76,96.55,Bachelor,Yes,77.06,1,8.67,Yes,75.16,Pass
Male,18,3.42,98.71,Bachelor,Yes,79.18,5,8.78,No,77.91,Pass
Male,19,2.7,93.89,High School,Yes,74.59,10,4.25,Yes,79.37,Pass
Male,18,5.75,72.39,Bachelor,Yes,58.81,2,8.45,Yes,58.44,Pass
Female,19,4.03,67.85,Master,Yes,69.13,3,6.35,Yes,57.91,Pass
Male,17,2.14,81.92,Bachelor,No,61.29,5,7.83,No,41.64,Pass
Female,16,1.2,78.12,Diploma,Yes,78.53,4,4.4,Yes,54.28,Pass
Female,18,5.13,95.11,Bachelor,No,72.1,3,8.78,No,67.38,Pass
Male,15,2.49,64.0,High School,Yes,44.5,3,7.04,No,42.55,Pass
Male,16,4.13,70.31,Bachelor,Yes,75.37,1,8.49,No,55.71,Pass
Female,15,3.09,90.07,Diploma,Yes,77.8,9,7.36,Yes,69.41,Pass
Male,16,1.59,63.8,Master,Yes,60.39,3,6.68,Yes,36.78,Fail
Female,16,3.81,72.83,Diploma,No,88.17,7,4.86,Yes,74.0,Pass
Female,19,0.83,75.49,Master,Yes,86.37,4,4.89,Yes,57.09,Pass
Female,18,2.77,84.9,High School,Yes,49.63,10,6.36,Yes,58.82,Pass
Female,18,3.51,66.33,High School,Yes,89.73,9,8.35,Yes,81.33,Pass
Female,16,2.9,94.42,Bachelor,Yes,64.25,9,4.58,No,64.19,Pass
Male,17,4.62,77.9,High School,Yes,79.81,7,8.99,No,76.82,Pass
Male,17,5.05,96.68,High School,Yes,84.78,5,8.38,Yes,85.61,Pass
Female,15,4.74,78.71,Diploma,Yes,67.78,9,5.96,No,74.24,Pass
Female,15,0.71,71.0,Diploma,No,61.95,4,5.27,No,44.56,Pass
Male,19,1.57,65.67,Bachelor,Yes,90.35,3,8.61,No,57.86,Pass
Male,16,3.45,60.15,Bachelor,Yes,52.7,9,4.62,Yes,63.71,Pass
Female,15,5.64,81.29,Bachelor,Yes,54.13,8,5.74,No,76.63,Pass
Male,15,5.09,64.29,Bachelor,No,59.89,9,4.42,No,75.07,Pass
Female,16,5.13,75.67,Diploma,Yes,87.27,4,8.77,No,70.99,Pass
Male,19,2.17,83.57,Bachelor,Yes,91.63,9,7.09,Yes,71.79,Pass
Female,15,2.86,71.03,Bachelor,No,52.1,10,5.68,No,65.12,Pass
Male,19,3.09,67.01,High School,Yes,87.51,5,5.38,Yes,70.68,Pass
Female,18,1.37,90.99,Bachelor,Yes,54.2,6,6.22,Yes,45.91,Pass
Male,19,0.67,97.87,Master,Yes,93.39,10,4.46,Yes,75.36,Pass
Male,17,5.71,64.02,High School,No,72.86,10,8.45,Yes,81.71,Pass
Female,17,1.82,66.22,Diploma,No,40.39,0,6.55,No,33.54,Fail
Male,19,1.82,98.4,Master,No,41.88,8,7.63,No,52.67,Pass
Female,17,0.96,61.51,Bachelor,Yes,48.11,7,5.17,No,39.63,Fail
Male,18,5.61,99.11,High School,Yes,50.32,10,6.52,No,76.72,Pass
Female,16,3.69,60.19,Bachelor,Yes,82.22,4,5.06,No,55.14,Pass
Male,17,4.17,94.95,High School,No,52.25,2,8.08,No,53.28,Pass
Female,17,5.51,72.29,Bachelor,No,93.3,4,7.88,No,86.27,Pass
Male,19,2.4,97.54,Master,Yes,74.99,4,4.74,No,50.23,Pass
Female,18,3.92,72.68,Diploma,Yes,78.09,8,4.37,Yes,69.76,Pass
Male,16,0.71,86.17,Master,Yes,51.98,6,8.12,Yes,42.65,Pass
Female,19,1.53,63.2,Master,Yes,89.1,1,4.55,No,40.94,Pass
Female,19,5.07,69.69,Diploma,Yes,76.73,4,6.74,Yes,60.97,Pass
Female,18,4.72,90.95,High School,Yes,87.54,8,6.67,Yes,94.01,Pass
Male,16,2.43,81.15,High School,Yes,92.61,10,5.01,Yes,80.24,Pass
Female,18,2.57,97.12,Diploma,Yes,46.91,1,6.96,No,48.32,Pass
Male,16,3.43,77.15,Bachelor,No,45.31,7,6.51,Yes,58.74,Pass
Female,18,0.5,94.79,High School,No,84.19,2,6.55,Yes,52.55,Pass
Male,19,1.83,77.96,Master,No,87.64,3,5.8,No,56.41,Pass
Female,19,1.65,99.17,Diploma,Yes,72.11,1,8.19,No,54.23,Pass
Male,15,1.88,98.39,Master,Yes,60.13,8,4.42,No,66.46,Pass
Male,17,4.93,73.17,High School,Yes,75.89,5,6.19,Yes,68.94,Pass
Female,18,2.04,95.44,Diploma,No,56.81,8,5.3,Yes,57.23,Pass
Male,15,1.55,93.9,Diploma,Yes,53.11,10,8.24,No,55.48,Pass
Male,17,3.27,68.43,High School,Yes,66.85,7,5.13,No,63.51,Pass
Female,18,5.26,84.97,High School,Yes,51.89,8,7.84,No,75.26,Pass
Male,16,1.83,62.91,Diploma,No,66.6,4,7.06,No,49.19,Pass
Male,17,0.93,93.47,Bachelor,Yes,92.61,5,8.37,No,52.31,Pass
Male,19,2.46,66.98,Diploma,Yes,86.19,6,6.97,Yes,70.32,Pass
Female,15,4.61,62.83,Bachelor,Yes,91.79,4,6.78,No,70.23,Pass
Male,17,3.53,76.01,Master,No,84.35,0,8.01,Yes,61.02,Pass
Female,17,4.99,83.08,Bachelor,Yes,59.51,8,6.81,No,75.58,Pass
Male,19,5.78,94.2,Bachelor,Yes,84.66,1,8.22,Yes,72.05,Pass
Male,18,4.86,98.97,High School,Yes,90.76,6,4.25,Yes,77.92,Pass
Male,16,3.82,77.58,Diploma,Yes,92.09,7,6.48,No,75.3,Pass
Female,19,3.21,62.42,Master,Yes,77.58,7,8.06,Yes,75.31,Pass
Male,16,0.72,89.96,Diploma,Yes,51.63,0,8.24,Yes,28.5,Fail
Male,18,5.91,82.61,Bachelor,Yes,42.19,9,8.17,No,67.18,Pass
Female,17,2.61,77.92,Bachelor,No,48.1,6,7.02,Yes,53.04,Pass
Male,16,1.34,72.37,Bachelor,Yes,93.11,8,8.97,Yes,66.12,Pass
Female,15,4.17,80.1,Diploma,Yes,65.42,10,4.91,Yes,72.98,Pass
Female,15,2.06,73.55,Bachelor,Yes,87.02,10,4.87,No,67.95,Pass
Male,19,3.72,90.28,Diploma,Yes,65.58,2,4.16,No,57.76,Pass
Female,18,3.73,81.76,Master,No,76.34,7,8.95,Yes,70.55,Pass
Male,19,2.95,95.07,Master,Yes,41.33,7,5.74,Yes,61.47,Pass
Female,19,5.1,81.74,Diploma,Yes,53.74,8,7.81,No,66.74,Pass
Female,19,1.96,69.53,Master,Yes,63.99,7,4.3,No,53.92,Pass
Male,15,2.97,94.04,High School,Yes,74.68,4,5.49,Yes,68.55,Pass
Female,15,3.46,82.29,Bachelor,Yes,49.43,4,7.12,Yes,50.71,Pass
Female,19,4.15,68.27,Bachelor,Yes,82.05,2,6.62,Yes,60.79,Pass
Female,15,4.81,84.94,Bachelor,No,60.04,5,5.04,No,68.79,Pass
Female,18,2.67,74.31,High School,Yes,84.96,9,6.31,Yes,73.56,Pass
Female,19,4.05,93.78,Bachelor,Yes,45.39,2,4.54,Yes,50.24,Pass
Male,15,1.33,78.13,Diploma,Yes,77.39,1,6.71,Yes,47.8,Pass
Female,16,5.63,89.06,Bachelor,No,56.13,6,4.48,No,73.88,Pass
Male,19,2.61,63.82,Diploma,Yes,83.75,9,7.18,Yes,71.74,Pass
Female,19,4.51,75.84,Master,Yes,62.12,2,4.78,Yes,61.87,Pass
Male,18,0.61,99.33,Diploma,Yes,76.59,3,6.74,Yes,48.68,Pass
Male,17,1.63,92.34,Diploma,No,91.39,10,4.65,No,68.79,Pass
Female,17,3.18,66.4,Diploma,Yes,41.13,9,6.0,Yes,59.82,Pass
Female,18,5.33,71.11,Bachelor,Yes,40.61,7,5.76,Yes,62.65,Pass
Female,18,3.4,73.19,High School,Yes,82.37,0,7.78,No,55.78,Pass
Male,18,5.61,86.01,High School,No,75.55,8,7.21,Yes,86.6,Pass
Female,17,3.16,90.28,Diploma,Yes,56.11,5,8.69,No,65.57,Pass
Male,18,3.2,89.98,Bachelor,No,67.19,1,8.61,No,45.47,Pass
Male,15,1.16,80.39,High School,Yes,42.31,2,7.62,No,33.18,Fail
Male,19,4.91,92.43,Master,Yes,50.58,4,7.85,No,61.64,Pass
Female,19,1.86,77.48,Master,Yes,63.35,10,7.12,No,62.93,Pass
Female,16,5.45,64.96,Bachelor,Yes,85.87,5,7.46,No,77.18,Pass
Male,16,5.51,82.58,Master,Yes,66.38,8,7.09,Yes,77.92,Pass
Male,19,5.69,98.09,Master,Yes,72.25,1,5.56,No,70.99,Pass
Female,15,3.36,91.72,Master,Yes,88.06,4,5.75,Yes,68.22,Pass
Male,17,4.22,83.15,High School,Yes,56.99,6,6.87,No,61.55,Pass
Female,17,4.78,85.87,Master,Yes,78.54,10,7.6,Yes,81.09,Pass
Male,15,1.22,97.22,Diploma,Yes,87.39,10,6.03,Yes,77.42,Pass
Female,17,3.81,77.13,Diploma,No,51.14,6,4.71,No,69.14,Pass
Male,18,0.69,73.26,Master,Yes,59.61,3,6.3,Yes,38.93,Fail
Female,19,3.24,99.09,Diploma,Yes,93.89,2,8.82,Yes,66.08,Pass
Male,19,1.35,94.54,High School,Yes,94.08,7,5.07,No,69.8,Pass
Female,15,1.51,72.92,Bachelor,Yes,52.28,1,7.25,Yes,38.42,Fail
Female,17,2.51,78.55,Diploma,Yes,43.65,4,8.91,Yes,45.13,Pass
Male,16,2.88,76.6,Master,No,54.9,9,5.88,No,55.77,Pass
Male,16,3.93,65.96,Bachelor,No,61.88,4,8.44,Yes,54.92,Pass
Female,17,0.91,98.31,Bachelor,Yes,64.26,0,8.32,Yes,43.54,Pass
Male,16,3.27,76.17,Master,Yes,74.03,6,5.7,No,64.18,Pass
Female,15,1.5,95.01,Diploma,Yes,89.47,3,4.49,Yes,68.62,Pass
Male,15,3.66,67.57,High School,Yes,58.17,9,4.89,Yes,75.94,Pass
Female,17,4.01,81.91,Diploma,Yes,86.75,1,5.83,No,60.35,Pass
Female,16,3.56,60.96,Diploma,Yes,45.14,7,8.8,Yes,62.56,Pass
Female,15,4.56,90.57,High School,Yes,42.3,3,5.37,No,54.11,Pass
Female,15,2.35,83.24,Bachelor,Yes,67.72,0,8.63,No,47.89,Pass
Female,18,4.71,85.02,High School,Yes,43.28,7,4.91,Yes,66.88,Pass
Female,18,2.88,62.07,High School,Yes,61.59,10,8.85,Yes,70.26,Pass
Male,15,3.16,68.44,Master,Yes,89.32,6,5.47,No,66.77,Pass
Male,17,4.06,62.97,Master,Yes,53.28,2,7.17,No,62.86,Pass
Male,19,0.6,71.56,Diploma,Yes,78.83,2,4.35,No,47.09,Pass
Female,19,4.1,85.1,Master,No,56.63,6,5.5,No,53.78,Pass
Female,15,3.9,82.65,High School,No,42.47,1,5.05,Yes,45.44,Pass
Female,15,2.2,84.49,High School,Yes,70.62,4,4.02,No,66.27,Pass
Female,15,0.97,81.97,Master,Yes,85.92,6,4.78,Yes,56.46,Pass
Male,17,1.0,70.92,Master,Yes,62.52,5,6.97,Yes,58.55,Pass
Male,18,5.58,69.78,Master,Yes,73.95,9,5.95,Yes,83.08,Pass
Female,15,4.29,65.48,High School,Yes,89.5,6,7.61,Yes,75.78,Pass
Male,15,1.2,93.96,Bachelor,Yes,83.43,1,7.36,Yes,45.52,Pass
Male,16,2.46,84.66,Bachelor,Yes,50.66,6,8.0,Yes,56.11,Pass
Female,17,3.76,67.46,Master,Yes,80.34,1,8.34,Yes,58.05,Pass
Male,15,5.1,67.09,Diploma,No,67.6,6,8.1,Yes,71.15,Pass
Female,16,0.74,94.92,Diploma,Yes,81.03,7,6.24,No,58.55,Pass
Male,19,1.8,89.71,Bachelor,Yes,67.2,9,5.54,Yes,67.06,Pass
Female,15,5.39,86.38,Master,Yes,47.04,7,6.51,Yes,67.38,Pass
Female,15,0.55,76.27,High School,Yes,71.35,4,6.68,Yes,34.37,Fail
Female,16,1.61,70.48,Diploma,Yes,67.07,6,5.57,No,49.69,Pass
Female,17,5.77,99.18,Diploma,Yes,68.49,10,6.7,Yes,79.57,Pass
Male,15,3.87,91.89,High School,Yes,88.34,7,4.53,Yes,85.29,Pass
Female,19,1.94,72.07,High School,No,89.22,3,5.16,Yes,61.58,Pass
Female,15,0.87,93.9,Master,Yes,64.94,1,7.73,Yes,41.96,Pass
Female,19,0.66,90.36,High School,No,65.07,6,4.91,No,49.39,Pass
Male,18,1.85,71.88,High School,Yes,68.34,0,4.7,No,36.7,Fail
Female,18,5.35,77.06,High School,Yes,68.58,1,5.44,Yes,62.76,Pass
Male,19,2.79,67.44,Bachelor,Yes,92.27,9,5.86,Yes,80.37,Pass
Female,17,4.46,64.44,High School,Yes,75.72,6,5.64,No,75.13,Pass
Male,15,5.55,88.91,Diploma,Yes,55.26,9,5.87,No,78.89,Pass
Male,15,2.74,70.7,Master,Yes,69.23,0,4.7,No,41.5,Pass
Female,18,1.55,92.8,Master,Yes,74.5,6,4.83,No,55.17,Pass
Male,19,3.34,99.82,Master,Yes,75.19,4,5.18,No,66.62,Pass
Female,15,5.49,63.06,Bachelor,Yes,72.19,10,6.01,No,76.89,Pass
Female,15,4.92,78.92,Diploma,Yes,49.78,2,5.68,Yes,60.01,Pass
Female,17,0.86,92.08,High School,Yes,41.85,10,7.96,Yes,43.59,Pass
Male,16,4.31,91.56,Diploma,Yes,58.58,1,6.63,No,50.62,Pass
Male,18,3.65,90.4,Master,Yes,63.51,6,6.88,No,58.07,Pass
Female,18,5.49,73.96,High School,Yes,43.4,8,6.8,No,65.73,Pass
Female,16,1.17,78.15,Master,Yes,84.82,8,5.99,Yes,55.99,Pass
Male,15,3.44,83.8,Master,Yes,58.92,9,8.9,No,64.72,Pass
Female,17,5.34,98.96,Master,No,90.25,9,4.19,Yes,86.14,Pass
Female,17,2.76,73.1,Diploma,Yes,48.49,7,5.08,Yes,51.08,Pass
Female,18,3.15,96.93,Diploma,Yes,43.13,1,5.42,No,48.04,Pass
Male,17,0.89,70.77,Master,Yes,66.53,0,8.41,No,38.09,Fail
Male,16,2.03,99.56,Master,Yes,50.4,7,8.59,Yes,57.61,Pass
Male,15,2.28,86.81,High School,Yes,91.56,1,8.23,Yes,69.8,Pass
Female,16,5.7,78.54,Master,Yes,40.57,3,6.08,Yes,50.14,Pass
Female,19,2.05,84.54,Master,Yes,62.69,3,8.57,No,47.06,Pass
Female,18,3.03,70.9,Master,Yes,90.97,1,4.49,No,55.48,Pass
Male,17,4.19,70.97,Master,No,61.14,3,7.26,No,55.03,Pass
Female,19,1.39,64.54,Diploma,Yes,45.12,6,8.69,Yes,45.33,Pass
Female,17,3.18,64.56,Master,Yes,56.66,5,7.77,No,63.87,Pass
Female,15,4.56,73.91,Bachelor,Yes,67.39,9,5.39,No,78.37,Pass
Female,15,5.27,90.51,Master,Yes,50.18,5,7.59,No,67.9,Pass
Male,15,3.94,84.32,Diploma,Yes,65.66,3,5.47,Yes,65.6,Pass
Male,17,4.18,64.1,Bachelor,Yes,86.0,1,4.56,No,71.17,Pass
Female,19,1.19,94.09,Bachelor,Yes,87.99,4,7.59,No,67.54,Pass
Male,15,5.7,84.05,Master,Yes,42.71,10,4.9,No,76.42,Pass
Male,19,1.23,98.43,Master,No,48.85,2,4.56,No,34.72,Fail
Female,17,4.76,86.81,Diploma,Yes,55.14,2,6.76,No,56.84,Pass
Female,19,1.96,67.01,Bachelor,Yes,72.72,3,7.1,Yes,41.34,Pass
Male,17,5.63,78.95,Bachelor,Yes,59.85,10,4.26,Yes,83.82,Pass
Female,17,4.46,85.94,Diploma,No,86.42,10,4.02,Yes,81.2,Pass
Male,18,4.65,61.13,Master,Yes,79.42,4,8.41,Yes,65.55,Pass
Female,17,1.7,60.6,High School,No,45.53,10,4.58,Yes,54.54,Pass
Male,17,2.94,65.18,High School,Yes,74.35,1,6.92,No,43.22,Pass
Female,16,3.9,70.07,Bachelor,Yes,46.22,5,8.77,Yes,60.15,Pass
Male,15,4.73,77.18,Bachelor,Yes,54.03,5,6.56,Yes,65.76,Pass
Male,18,1.07,79.5,Master,Yes,49.78,7,4.7,No,45.05,Pass
Male,18,5.79,65.52,High School,Yes,49.52,1,5.97,Yes,57.06,Pass
Female,18,5.4,86.94,Bachelor,Yes,73.9,7,7.12,Yes,75.9,Pass
Male,16,1.99,83.85,Master,Yes,71.0,7,7.81,Yes,73.76,Pass
Male,17,5.03,71.78,High School,Yes,49.68,3,7.03,Yes,53.62,Pass
Female,15,3.35,60.55,Diploma,Yes,94.46,6,4.17,No,74.2,Pass
Female,19,3.04,63.11,Bachelor,No,63.2,6,4.72,No,57.48,Pass
Male,17,2.23,75.67,Diploma,No,45.34,0,5.86,Yes,37.12,Fail
Male,16,3.7,66.16,High School,Yes,46.63,0,7.53,Yes,46.33,Pass
Female,17,4.51,75.07,Master,No,72.11,7,6.92,No,75.66,Pass
Female,17,2.76,85.13,Master,Yes,93.85,10,4.22,Yes,78.07,Pass
Female,16,3.96,81.89,High School,Yes,71.46,0,7.98,No,50.76,Pass
Female,18,4.35,69.25,Diploma,Yes,92.2,2,7.03,No,65.89,Pass
Female,18,4.41,73.75,Master,Yes,64.43,5,8.44,Yes,62.89,Pass
Male,15,0.79,84.56,Bachelor,Yes,63.97,7,6.09,Yes,49.01,Pass
Female,15,5.23,94.43,Diploma,Yes,67.5,4,6.45,Yes,65.38,Pass
Male,18,3.02,90.13,Diploma,Yes,78.36,4,6.03,Yes,65.7,Pass
Male,19,1.94,82.14,Bachelor,Yes,60.22,3,7.61,Yes,41.22,Pass
Male,17,1.83,74.49,High School,No,87.51,3,7.76,Yes,57.35,Pass
Female,19,3.16,74.6,Master,No,41.61,6,7.62,Yes,43.74,Pass
Male,17,5.38,95.18,Diploma,Yes,64.19,5,5.46,Yes,77.55,Pass
Male,18,2.58,61.57,Master,Yes,68.1,7,7.18,Yes,57.22,Pass
Female,15,4.62,99.52,Master,Yes,73.39,10,5.69,Yes,78.77,Pass
Male,15,1.03,86.58,Diploma,Yes,55.18,5,8.17,No,41.4,Pass
Male,19,3.12,87.25,High School,Yes,63.51,10,4.28,Yes,78.26,Pass
Female,15,5.95,61.52,Diploma,Yes,66.65,9,4.19,Yes,87.2,Pass
Male,18,4.74,84.22,High School,Yes,77.78,6,4.51,No,75.51,Pass
Male,19,1.66,79.39,Bachelor,Yes,82.54,9,5.01,No,64.75,Pass
Male,17,3.26,64.23,High School,No,80.58,9,4.19,Yes,83.33,Pass
Female,15,1.78,71.12,High School,No,58.79,4,4.36,No,50.02,Pass
Female,16,2.75,95.61,Diploma,Yes,94.97,5,5.53,Yes,70.02,Pass
Female,15,4.79,82.0,Master,Yes,86.68,0,4.5,No,64.02,Pass
Male,17,4.74,76.54,Master,No,54.3,2,8.01,No,61.16,Pass
Male,19,1.75,62.91,High School,Yes,50.73,7,4.27,No,48.23,Pass
